Ham/Spam,Text,target,words,message
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,0,"['Now', 'reached', 'home', 'I', 'tired', 'I', 'come', 'tomorro']",reach home tired come tomorro
ham,Ryder unsold.now gibbs.,0,"['Ryder', 'unsold', 'gibbs']",Ryder unsold gibb
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1,"['Dear', 'Subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'ans', 'When', 'Elvis', 'Presleys', 'Birthday', 'TXT', 'answer', '80062']",dear Subscriber ur draw 4 100 gift voucher b enter receipt correct an Elvis presley birthday TXT answer 80062
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0,"['Don', 'fret', 'I', 'buy', 'ovulation', 'test', 'strips', 'send', 'You', 'wont', 'get', 'til', 'like', 'march', 'Can', 'send', 'postal', 'address', 'u', 'alright', 'Okay']",fret buy ovulation test strip send will not get til like march send postal address u alright okay
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0,"['NO', 'GIFTS', 'You', 'trying', 'get', 'throw', 'cliff', 'something']",GIFTS try get throw cliff something
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0,"['Been', 'ne', 'thing', 'interesting', 'Did', 'good', 'birthday', 'When', 'u', 'wrking', 'nxt', 'I', 'started', 'uni', 'today']",ne thing interesting good birthday u wrke nxt start uni today
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,0,"['You', 'busy', 'I', 'come', 'point', 'figure', 'tomorrow']",busy come point figure tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,"['Yeah', 'go', 'bored', 'depressed', 'sittin', 'waitin', 'phone', 'ring', 'Hope', 'wind', 'drops', 'though', 'scary']",yeah go bored depressed sittin waitin phone ring hope wind drop though scary
ham,Black shirt n blue jeans... I thk i c ü...,0,"['Black', 'shirt', 'n', 'blue', 'jeans', 'I', 'thk', 'c', 'ü']",black shirt n blue jean thk c ü
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0,"['Aiyah', 'sorry', 'lor', 'I', 'watch', 'tv', 'watch', 'forgot', '2', 'check', 'phone']",aiyah sorry lor watch tv watch forget 2 check phone
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,"['Message', 'Important', 'information', 'O2', 'user', 'Today', 'lucky', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinner', 'com', 'fantastic', 'surprise', 'awaiting']",message important information O2 user today lucky day 2 find log onto http www urawinner com fantastic surprise await
ham,on hen night. Going with a swing,0,"['hen', 'night', 'Going', 'swing']",hen night go swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0,"['Good', 'afternoon', 'love', 'How', 'goes', 'day', 'What', 'I', 'woke', 'early', 'online', 'waiting', 'Hmmm', 'Italian', 'boy', 'online', 'I', 'see', 'grins']",good afternoon love go day wake early online wait hmmm italian boy online see grin
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,"['From', 'someone', 'smoke', 'every', 'time', 'I', 'smoked', 'last', 'two', 'weeks', 'calling', 'texting', 'wanted', 'smoke']",someone smoke every time smoke last two week call texte want smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,"['No', 'get', 'headache', 'trying', 'figure', 'U', 'trust', 'math', 'I', 'promise', 'O']",get headache try figure u trust math promise
ham,S s..first time..dhoni rocks...,0,"['S', 'first', 'time', 'dhoni', 'rocks']",first time dhoni rock
ham,Ok ill tell the company,0,"['Ok', 'ill', 'tell', 'company']",ok ill tell company
ham,"Awesome, think we can get an 8th at usf some time tonight?",0,"['Awesome', 'think', 'get', '8th', 'usf', 'time', 'tonight']",awesome think get 8th usf time tonight
ham,So that means you still think of teju,0,"['So', 'means', 'still', 'think', 'teju']",mean still think teju
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",0,"['No', 'I', 'good', 'movie', 'ok', 'I', 'leave', 'hourish']",good movie ok leave hourish
ham,No no:)this is kallis home ground.amla home town is durban:),0,"['No', 'kallis', 'home', 'ground', 'amla', 'home', 'town', 'durban']",kalli home ground amla home town durban
ham,So lets make it saturday or monday as per convenience.,0,"['So', 'lets', 'make', 'saturday', 'monday', 'per', 'convenience']",let make saturday monday per convenience
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,0,"['Hey', 'What', 'time', 'driving', 'fri', 'We', 'go', 'evaluation', 'fri']",hey time drive fri go evaluation fri
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",1,"['449050000301', 'You', '2', '000', 'price', 'To', 'claim', 'call', '09050000301']",449050000301 2 000 price claim call 09050000301
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0,"['I', 'going', '4', 'lunch', 'wif', 'family', 'aft', 'dat', 'go', 'str', '2', 'orchard', 'lor']",go 4 lunch wif family aft dat go str 2 orchard lor
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,"['Bored', 'speed', 'dating', 'Try', 'SPEEDCHAT', 'txt', 'SPEEDCHAT', '80155', 'like', 'em', 'txt', 'SWAP', 'get', 'new', 'chatter', 'Chat80155', 'POBox36504W45WQ', '150p', 'msg', 'rcd', '16']",bored speed date try SPEEDCHAT txt SPEEDCHAT 80155 like em txt SWAP get new chatter Chat80155 pobox36504w45wq 150p msg rcd 16
ham,Cancel cheyyamo?and get some money back?,0,"['Cancel', 'cheyyamo', 'get', 'money', 'back']",Cancel cheyyamo get money back
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,"['Do', 'want', '750', 'anytime', 'network', 'mins', '150', 'text', 'NEW', 'video', 'phone', 'five', 'pounds', 'per', 'week', 'call', '08000776320', 'reply', 'delivery', 'Tomorrow']",want 750 anytime network min 150 text new video phone five pound per week call 08000776320 reply delivery tomorrow
ham,Ok.ok ok..then..whats ur todays plan,0,"['Ok', 'ok', 'ok', 'whats', 'ur', 'todays', 'plan']",ok ok ok what s ur today plan
ham,Good morning princess! How are you?,0,"['Good', 'morning', 'princess', 'How']",good morning princess
ham,Aiyar sorry lor forgot 2 tell u...,0,"['Aiyar', 'sorry', 'lor', 'forgot', '2', 'tell', 'u']",Aiyar sorry lor forget 2 tell u
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,"['For', 'taking', 'part', 'mobile', 'survey', 'yesterday', 'You', '500', 'texts', '2', 'use', 'however', 'wish', '2', 'get', 'txts', 'send', 'TXT', '80160', 'T', 'C', 'www', 'txt43', 'com', '1', '50p']",take part mobile survey yesterday 500 text 2 use however wish 2 get txts send TXT 80160 c www txt43 com 1 50p
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0,"['Not', 'tonight', 'mate', 'Catching', 'sleep', 'This', 'new', 'number', 'way']",tonight mate catch sleep new number way
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",0,"['Height', 'Oh', 'shit', 'situation', 'A', 'guy', 'throws', 'luv', 'letter', 'gal', 'falls', 'brothers', 'head', 'whos', 'gay', 'D']",Height oh shit situation guy throw luv letter gal fall brother head who s gay
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1,"['Ur', 'HMV', 'Quiz', 'cash', 'balance', 'currently', '500', 'maximize', 'ur', 'cash', 'send', 'HMV1', '86688', '150p', 'msg']",Ur HMV Quiz cash balance currently 500 maximize ur cash send HMV1 86688 150p msg
ham,"So check your errors and if you had difficulties, do correction.",0,"['So', 'check', 'errors', 'difficulties', 'correction']",check error difficulty correction
ham,Howz pain?hope u r fine..,0,"['Howz', 'pain', 'hope', 'u', 'r', 'fine']",Howz pain hope u r fine
ham,"Sorry, I'll call later",0,"['Sorry', 'I', 'call', 'later']",sorry call later
ham,Good morning princess! How are you?,0,"['Good', 'morning', 'princess', 'How']",good morning princess
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,"['As', 'I', 'entered', 'cabin', 'PA', 'said', 'Happy', 'B', 'day', 'Boss', 'I', 'felt', 'special', 'She', 'askd', '4', 'lunch', 'After', 'lunch', 'invited', 'apartment', 'We', 'went']",enter cabin PA say happy b day boss feel special askd 4 lunch lunch invite apartment go
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,"['U', 'wake', 'already', 'Thanx', '4', 'e', 'tau', 'sar', 'piah', 'quite', 'nice']",u wake already thanx 4 e tau sar piah quite nice
ham,K do I need a login or anything,0,"['K', 'I', 'need', 'login', 'anything']",k need login anything
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,"['Dont', 'forget', 'place', 'many', 'FREE', 'Requests', '1stchoice', 'co', 'uk', 'wish', 'For', 'Information', 'call', '08707808226']",do not forget place many free request 1stchoice co uk wish information call 08707808226
ham,LOL ... No just was busy,0,"['LOL', 'No', 'busy']",lol busy
ham,What * u wearing?,0,"['What', 'u', 'wearing']",u wear
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,"['Message', 'text', 'missing', 'Sender', 'Name', 'Missing', 'Number', 'Missing', 'Sent', 'Date', 'missing', 'Missing', 'U', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsms', 'com']",message text miss sender name miss number miss send date miss miss u lot that s everything miss send via fullonsm com
ham,Oh:)as usual vijay film or its different?,0,"['Oh', 'usual', 'vijay', 'film', 'different']",oh usual vijay film different
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,"['I', 'know', 'u', 'u', 'know', 'Send', 'CHAT', '86688', 'let', 'find', 'Only', '150p', 'Msg', 'rcvd', 'HG', 'Suite342', '2Lands', 'Row', 'W1J6HL', 'LDN', '18', 'years']",know u u know send chat 86688 let find 150p Msg rcvd HG suite342 2land row w1j6hl ldn 18 year
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0,"['Have', 'good', 'day', 'Mine', 'really', 'busy', 'much', 'tomorrow', 'night']",good day mine really busy much tomorrow night
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,"['And', 'way', 'send', 'shade', 'stuff', 'And', 'wonderful']",way send shade stuff wonderful
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0,"['Really', 'I', 'tot', 'ur', 'paper', 'ended', 'long', 'ago', 'But', 'wat', 'u', 'copied', 'jus', 'got', 'use', 'U', 'happy', 'lar', 'I', 'still', 'haf', '2', 'study']",really tot ur paper end long ago wat u copy ju get use u happy lar still haf 2 study
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,"['Thank', 'winner', 'notified', 'sms', 'Good', 'Luck', 'No', 'future', 'marketing', 'reply', 'STOP', '84122', 'customer', 'services', '08450542832']",thank winner notify sm good luck future marketing reply stop 84122 customer service 08450542832
ham,Babe ? I lost you ... :-(,0,"['Babe', 'I', 'lost']",babe lose
ham,Ok... Help me ask if she's working tmr a not?,0,"['Ok', 'Help', 'ask', 'working', 'tmr']",ok help ask work tmr
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,"['I', 'driving', 'Raining', 'Then', 'get', 'caught', 'e', 'mrt', 'station', 'lor']",drive rain get catch e mrt station lor
ham,Not a drop in the tank,0,"['Not', 'drop', 'tank']",drop tank
ham,(That said can you text him one more time?),0,"['That', 'said', 'text', 'one', 'time']",say text one time
ham,"Sorry, I'll call later",0,"['Sorry', 'I', 'call', 'later']",sorry call later
ham,Ok i go change also...,0,"['Ok', 'go', 'change', 'also']",ok go change also
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1,"['1000', 'girls', 'many', 'local', '2', 'u', 'r', 'virgins', '2', 'r', 'ready', '2', '4fil', 'ur', 'every', 'sexual', 'need', 'Can', 'u', '4fil', 'text', 'CUTE', '69911', '1', '50p']",1000 girl many local 2 u r virgin 2 r ready 2 4fil ur every sexual need u 4fil text cute 69911 1 50p
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0,"['Did', 'u', 'find', 'sitter', 'kaitlyn', 'I', 'sick', 'slept', 'day', 'yesterday']",u find sitter kaitlyn sick sleep day yesterday
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0,"['Sorry', 'man', 'accidentally', 'left', 'phone', 'silent', 'last', 'night', 'check', 'til', 'I', 'got']",sorry man accidentally leave phone silent last night check til get
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0,"['Hey', 'Something', 'came', 'last', 'min', 'Think', 'wun', 'signing', 'tmr', 'Hee']",hey something come last min think wun sign tmr hee
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,"['He', 'adult', 'would', 'learn', 'experience', 'There', 'real', 'danger', 'I', 'dont', 'like', 'peeps', 'using', 'drugs', 'dont', 'need', 'But', 'comment']",adult would learn experience real danger do not like peep use drug do not need comment
ham,Hey! There's veggie pizza... :/,0,"['Hey', 'There', 'veggie', 'pizza']",hey veggie pizza
ham,Yun buying... But school got offer 2000 plus only...,0,"['Yun', 'buying', 'But', 'school', 'got', 'offer', '2000', 'plus']",yun buy school get offer 2000 plus
ham,You sure your neighbors didnt pick it up,0,"['You', 'sure', 'neighbors', 'didnt', 'pick']",sure neighbor do not pick
ham,K. I will sent it again,0,"['K', 'I', 'sent']",k send
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1,"['Free', 'entry', '2', 'wkly', 'comp', 'win', 'FA', 'Cup', 'final', 'tkts', '21st', 'May', '2005', 'Text', 'FA', '87121', 'receive', 'entry', 'question', 'std', 'txt', 'rate', 'T', 'C', 'apply', '08452810075over18']",free entry 2 wkly comp win fa cup final tkts 21st May 2005 text fa 87121 receive entry question std txt rate c apply 08452810075over18
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,"['New', 'Theory', 'Argument', 'wins', 'SITUATION', 'loses', 'PERSON', 'So', 'dont', 'argue', 'ur', 'friends', 'kick', 'amp', 'say', 'I', 'always', 'correct']",new theory argument win SITUATION lose person do not argue ur friend kick amp say always correct
ham,Well. Im computerless. Time to make some oreo truffles,0,"['Well', 'Im', 'computerless', 'Time', 'make', 'oreo', 'truffles']",well I m computerless time make oreo truffle
ham,"Haha yeah I see that now, be there in a sec",0,"['Haha', 'yeah', 'I', 'see', 'sec']",haha yeah see sec
ham,I am not having her number sir,0,"['I', 'number', 'sir']",number sir
ham,Lol now I'm after that hot air balloon!,0,"['Lol', 'I', 'hot', 'air', 'balloon']",Lol hot air balloon
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,"['Ok', 'bus', 'If', 'come', 'soon', 'come', 'otherwise', 'tomorrow']",ok bus come soon come otherwise tomorrow
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0,"['Msgs', 'r', 'time', 'pass', 'They', 'silently', 'say', 'I', 'thinking', 'U', 'right', 'also', 'making', 'U', 'think', 'least', '4', 'moment', 'Gd', 'nt', 'swt', 'drms', 'Shesil']",Msgs r time pass silently say think u right also make u think least 4 moment Gd not swt drm shesil
